Id,SalePrice
1461,125517.41
1462,152044.78
1463,186384.17
1464,189835.53
1465,194200.77
1466,174442.58
1467,171247.62
1468,167019.02
1469,184517.06
1470,120254.7
1471,196149.25
1472,95926.625
1473,97740.42
1474,154898.52
1475,137371.67
1476,401382.5
1477,255025.19
1478,311725.75
1479,255673.77
1480,479963.66
1481,323234.03
1482,207105.03
1483,172419.9
1484,170661.84
1485,172696.55
1486,197230.62
1487,326881.94
1488,231172.56
1489,207237.64
1490,200800.88
1491,187105.12
1492,90939.78
1493,190825.17
1494,283036.7
1495,282825.06
1496,218878.81
1497,184848.52
1498,158690.36
1499,158256.58
1500,152593.66
1501,174680.67
1502,162665.61
1503,313112.84
1504,227552.38
1505,216160.75
1506,192905.72
1507,231636.6
1508,197429.83
1509,166303.88
1510,144071.14
1511,138201.3
1512,178246.69
1513,154182.92
1514,165782.23
1515,183562.45
1516,155023.27
1517,152605.67
1518,129271.1
1519,220114.78
1520,135528.39
1521,135722.92
1522,162708.45
1523,107079.64
1524,127526.0
1525,126163.055
1526,124593.12
1527,100196.14
1528,129271.9
1529,143835.38
1530,175350.94
1531,114310.35
1532,99272.35
1533,140802.02
1534,118311.01
1535,163066.02
1536,115083.34
1537,63873.902
1538,187954.28
1539,177579.55
1540,83327.375
1541,148847.4
1542,140727.88
1543,244541.25
1544,77326.35
1545,95904.06
1546,125350.0
1547,142081.88
1548,132984.69
1549,108021.914
1550,142621.06
1551,110071.9
1552,139896.34
1553,163230.5
1554,116153.336
1555,165343.66
1556,78538.52
1557,106749.06
1558,95954.086
1559,84594.875
1560,134819.97
1561,144607.22
1562,127417.18
1563,125472.81
1564,158688.47
1565,145367.66
1566,211489.31
1567,69275.125
1568,231830.56
1569,148517.4
1570,135368.3
1571,138774.75
1572,152437.8
1573,259258.94
1574,117350.266
1575,211314.45
1576,236608.95
1577,205292.8
1578,149790.84
1579,145299.58
1580,185163.1
1581,149475.92
1582,125598.234
1583,338310.44
1584,233324.94
1585,141818.83
1586,70357.04
1587,94818.984
1588,145763.28
1589,96051.44
1590,134209.8
1591,104048.48
1592,121185.97
1593,127945.52
1594,130861.88
1595,101439.484
1596,243182.67
1597,173077.78
1598,198488.75
1599,205439.98
1600,197369.9
1601,79316.35
1602,109209.78
1603,86793.06
1604,275226.47
1605,245150.17
1606,169721.61
1607,155332.39
1608,220674.6
1609,186802.78
1610,156602.84
1611,140927.53
1612,158046.08
1613,157006.9
1614,124235.49
1615,90352.83
1616,77552.0
1617,86162.58
1618,128070.53
1619,143975.88
1620,143508.52
1621,134246.67
1622,143280.48
1623,294063.88
1624,230646.56
1625,127094.94
1626,171416.08
1627,185137.17
1628,269923.53
1629,175061.28
1630,378909.84
1631,226627.12
1632,242346.7
1633,170918.98
1634,177911.6
1635,179364.72
1636,155675.38
1637,168830.55
1638,202373.25
1639,175365.47
1640,258386.28
1641,179137.83
1642,224037.83
1643,213186.19
1644,221615.27
1645,194122.03
1646,153129.55
1647,164606.5
1648,133774.17
1649,141561.19
1650,113476.72
1651,119895.445
1652,95029.836
1653,93418.586
1654,152310.45
1655,155060.22
1656,149008.47
1657,152578.97
1658,150969.75
1659,146052.58
1660,145167.67
1661,470634.03
1662,382688.2
1663,367110.97
1664,455234.38
1665,320841.62
1666,341583.78
1667,342324.2
1668,325983.66
1669,301568.97
1670,346897.3
1671,259213.98
1672,507238.97
1673,283295.72
1674,248005.38
1675,183817.27
1676,185571.56
1677,220722.86
1678,453628.66
1679,381883.22
1680,328812.47
1681,273336.4
1682,301633.03
1683,185025.2
1684,173541.2
1685,173326.73
1686,173762.81
1687,167760.38
1688,182273.62
1689,186003.14
1690,185781.4
1691,179478.94
1692,261911.81
1693,169695.22
1694,183067.08
1695,166981.75
1696,277214.66
1697,182217.78
1698,382882.7
1699,332242.78
1700,254146.78
1701,256715.53
1702,240754.12
1703,240928.72
1704,292030.78
1705,240617.42
1706,448201.16
1707,225392.62
1708,214506.84
1709,281670.16
1710,236315.94
1711,262955.0
1712,238845.27
1713,239135.38
1714,219729.75
1715,205705.22
1716,185770.36
1717,175138.14
1718,139995.05
1719,204771.77
1720,262743.16
1721,161581.25
1722,132042.47
1723,157432.95
1724,201950.89
1725,238260.98
1726,192772.1
1727,163354.72
1728,172404.39
1729,161909.08
1730,170736.88
1731,122291.73
1732,130643.95
1733,120675.734
1734,119802.58
1735,134709.86
1736,119123.02
1737,363307.88
1738,209088.92
1739,243780.23
1740,187958.22
1741,197858.39
1742,174139.17
1743,166611.56
1744,291441.16
1745,233247.7
1746,229765.67
1747,212348.28
1748,221355.11
1749,150566.78
1750,126218.15
1751,241798.11
1752,123913.97
1753,133822.22
1754,194780.11
1755,162812.34
1756,124765.18
1757,124800.41
1758,149977.16
1759,160704.58
1760,164416.89
1761,140187.2
1762,166840.38
1763,181197.81
1764,116488.69
1765,162225.98
1766,172408.48
1767,215267.23
1768,141921.73
1769,162669.44
1770,136540.78
1771,128988.695
1772,136772.58
1773,139354.83
1774,122051.83
1775,133613.98
1776,121570.055
1777,117089.39
1778,139791.69
1779,114725.24
1780,172559.3
1781,135708.23
1782,91735.75
1783,130359.88
1784,99205.83
1785,120624.5
1786,145818.64
1787,162449.11
1788,55880.68
1789,103917.7
1790,84982.29
1791,170007.92
1792,154233.95
1793,124811.54
1794,143324.22
1795,135544.11
1796,121765.25
1797,111303.52
1798,123423.73
1799,119732.86
1800,123178.69
1801,122770.836
1802,141016.2
1803,154864.3
1804,140125.64
1805,137694.1
1806,121690.72
1807,135168.22
1808,122339.04
1809,121020.0
1810,152955.92
1811,103696.44
1812,99466.38
1813,122203.53
1814,96030.08
1815,53849.363
1816,95826.88
1817,114210.82
1818,135684.8
1819,121442.94
1820,57512.37
1821,118338.11
1822,160052.86
1823,34594.504
1824,143497.58
1825,125955.17
1826,96683.86
1827,103018.305
1828,135567.0
1829,100798.305
1830,152961.89
1831,157414.72
1832,88085.99
1833,135358.11
1834,118976.44
1835,158142.27
1836,125598.336
1837,86334.875
1838,123767.77
1839,87309.53
1840,162837.42
1841,149322.66
1842,69308.92
1843,139174.72
1844,142443.62
1845,132687.27
1846,152764.56
1847,142065.44
1848,59970.89
1849,119458.195
1850,124589.92
1851,164554.34
1852,130895.15
1853,134245.4
1854,168831.48
1855,142346.52
1856,226684.55
1857,163019.4
1858,136929.92
1859,122136.38
1860,154063.38
1861,122739.69
1862,283051.84
1863,271900.2
1864,271900.2
1865,317418.25
1866,334465.5
1867,247317.92
1868,312266.53
1869,201741.56
1870,248334.9
1871,253525.6
1872,171072.33
1873,234442.53
1874,139677.23
1875,195926.28
1876,190514.3
1877,204063.6
1878,200870.98
1879,137793.33
1880,133658.56
1881,233522.95
1882,250351.08
1883,197650.73
1884,208804.17
1885,263056.7
1886,307886.38
1887,204652.8
1888,279214.72
1889,161207.94
1890,133242.39
1891,141116.03
1892,108043.13
1893,143150.97
1894,126825.53
1895,148279.62
1896,132482.25
1897,121198.0
1898,107925.01
1899,144226.02
1900,141836.23
1901,163178.64
1902,131952.11
1903,231186.53
1904,137732.1
1905,178990.0
1906,165493.83
1907,202646.67
1908,123065.61
1909,141180.4
1910,127623.67
1911,200327.31
1912,282209.25
1913,146428.75
1914,56806.02
1915,329489.38
1916,64438.875
1917,259129.62
1918,133858.14
1919,155235.02
1920,139736.3
1921,430460.3
1922,314147.5
1923,209862.98
1924,223787.94
1925,211952.58
1926,379316.94
1927,141980.58
1928,166840.02
1929,127961.38
1930,134119.84
1931,144106.44
1932,134961.52
1933,177205.38
1934,182385.75
1935,172533.83
1936,187024.17
1937,180498.0
1938,171792.11
1939,243557.14
1940,193478.61
1941,172402.83
1942,190418.55
1943,199955.05
1944,323363.3
1945,384109.66
1946,153823.03
1947,303979.72
1948,166037.58
1949,244959.56
1950,183048.61
1951,264908.2
1952,235771.66
1953,160922.92
1954,189117.44
1955,126135.13
1956,288601.06
1957,151508.25
1958,301703.4
1959,128009.68
1960,115551.84
1961,117794.71
1962,97166.875
1963,101516.83
1964,107036.914
1965,152317.97
1966,159254.42
1967,306665.47
1968,459173.38
1969,393378.34
1970,433154.38
1971,467803.72
1972,376066.9
1973,261806.22
1974,319620.56
1975,518100.4
1976,273328.34
1977,382198.4
1978,401070.5
1979,317016.22
1980,195068.8
1981,340676.16
1982,235405.53
1983,214717.52
1984,168398.16
1985,208665.38
1986,205832.22
1987,183411.7
1988,175051.17
1989,188899.5
1990,222879.22
1991,272283.16
1992,208638.86
1993,168535.1
1994,236607.56
1995,180662.05
1996,235139.77
1997,319608.78
1998,315833.16
1999,253500.22
2000,313213.88
2001,263053.75
2002,236796.14
2003,240648.56
2004,271069.7
2005,234737.62
2006,236418.67
2007,237759.06
2008,218284.23
2009,192014.12
2010,188406.4
2011,150670.28
2012,176418.47
2013,182832.75
2014,185025.61
2015,204357.72
2016,195353.78
2017,202686.36
2018,117379.14
2019,133478.88
2020,111373.39
2021,115292.13
2022,174597.8
2023,136965.64
2024,224083.31
2025,387471.12
2026,177491.6
2027,151270.4
2028,150614.47
2029,168946.97
2030,281731.7
2031,262647.6
2032,273612.12
2033,261196.9
2034,163311.97
2035,215530.06
2036,186939.66
2037,197681.67
2038,326572.5
2039,209477.53
2040,387210.94
2041,281530.22
2042,199588.45
2043,176479.9
2044,174944.11
2045,213830.02
2046,132933.56
2047,145333.2
2048,133768.86
2049,132825.52
2050,185861.81
2051,105049.35
2052,129105.12
2053,147702.05
2054,88919.49
2055,161440.9
2056,131321.52
2057,126316.83
2058,234471.48
2059,133252.06
2060,181174.2
2061,185867.42
2062,133927.06
2063,116088.8
2064,143639.38
2065,129699.93
2066,169215.52
2067,112374.55
2068,121856.445
2069,85555.26
2070,118006.26
2071,87718.19
2072,125382.945
2073,137653.38
2074,181276.22
2075,148121.61
2076,124167.94
2077,153893.88
2078,129376.164
2079,124404.21
2080,119138.81
2081,118746.305
2082,126523.0
2083,142291.11
2084,116953.0
2085,124993.9
2086,119565.57
2087,111795.05
2088,95959.586
2089,77490.93
2090,133157.86
2091,123699.39
2092,127227.94
2093,126919.49
2094,131971.48
2095,150628.8
2096,75106.71
2097,99565.42
2098,143052.2
2099,69162.805
2100,106294.16
2101,124522.59
2102,124336.48
2103,102563.516
2104,130475.79
2105,123364.125
2106,67249.14
2107,238936.12
2108,117117.375
2109,112149.625
2110,132326.56
2111,153641.88
2112,137956.52
2113,117380.5
2114,104649.77
2115,156618.56
2116,119139.69
2117,151838.94
2118,116841.13
2119,98484.0
2120,113616.98
2121,105618.77
2122,108032.79
2123,77129.29
2124,165695.3
2125,126780.766
2126,152956.12
2127,155843.31
2128,119266.664
2129,110645.91
2130,141410.44
2131,161971.34
2132,111810.69
2133,115390.67
2134,121405.664
2135,104338.03
2136,73764.195
2137,111637.77
2138,134220.06
2139,153277.86
2140,138084.25
2141,151010.1
2142,131350.95
2143,135975.0
2144,117955.36
2145,138732.48
2146,160708.12
2147,140103.75
2148,130115.64
2149,138843.7
2150,242085.7
2151,133393.36
2152,187463.53
2153,167961.73
2154,111424.266
2155,129194.445
2156,237306.98
2157,229019.06
2158,246566.92
2159,215503.56
2160,168341.48
2161,248842.28
2162,438260.72
2163,345852.88
2164,266653.94
2165,181469.48
2166,145851.23
2167,211138.77
2168,212840.38
2169,189415.42
2170,220988.14
2171,143775.94
2172,137086.11
2173,171611.45
2174,240104.83
2175,308798.06
2176,339055.78
2177,246158.66
2178,212771.78
2179,141200.4
2180,196759.03
2181,187624.48
2182,229740.08
2183,193362.88
2184,136078.33
2185,109354.51
2186,147646.89
2187,149826.9
2188,163633.52
2189,203899.44
2190,83690.555
2191,86484.2
2192,95434.766
2193,106944.22
2194,105979.63
2195,114340.61
2196,105065.44
2197,115846.53
2198,165994.89
2199,187855.97
